generic_name,drug_name,num_claims,total_cost
HEPATITIS B IMMUNE GLOBULIN,NABI-HB,15,9060.45
HEPATITIS B VIRUS VACCINE/PF,ENGERIX-B ADULT,379,23118.18
HEPATITIS B VIRUS VACCINE/PF,RECOMBIVAX HB,33,1701.57
HISTRELIN AC,VANTAS,14,45810.32
HOMATROPINE HBR,HOMATROPAIRE,67,2152.7799999999997
HYDRALAZINE HCL,HYDRALAZINE HCL,3671178,67063913.17000039
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,16798760,96690132.40000044
HYDROCHLOROTHIAZIDE,MICROZIDE,158,6477.640000000001
HYDROCODONE BIT/HOMATROP ME-BR,HYDROCODONE BT-HOMATROPINE MBR,11,456.57
HYDROCODONE BIT/HOMATROP ME-BR,HYDROCODONE-HOMATROPINE MBR,82,1771.97
HYDROCODONE BIT/HOMATROP ME-BR,HYDROMET,360,5449.75
HYDROCODONE BITARTRATE,HYSINGLA ER,3393,1320819.5200000007
HYDROCODONE BITARTRATE,ZOHYDRO ER,6066,2469994.19
HYDROCODONE/ACETAMINOPHEN,HYDROCODONE-ACETAMINOPHEN,27765472,693414078.100004
HYDROCODONE/ACETAMINOPHEN,LORTAB,399,192771.92000000007
HYDROCODONE/ACETAMINOPHEN,NORCO,5906,2351308.9499999993
HYDROCODONE/ACETAMINOPHEN,VICODIN,10238,900252.9100000005
HYDROCODONE/ACETAMINOPHEN,VICODIN ES,8558,1169840.2199999997
HYDROCODONE/ACETAMINOPHEN,VICODIN HP,3832,833930.8799999998
HYDROCODONE/ACETAMINOPHEN,XODOL 10-300,46,32526.07
HYDROCODONE/ACETAMINOPHEN,XODOL 7.5-300,13,16339.24
HYDROCODONE/CHLORPHEN P-STIREX,HYDROCODONE-CHLORPHENIRAMNE ER,39,4425.08
HYDROCODONE/IBUPROFEN,HYDROCODONE-IBUPROFEN,94336,3756324.2599999933
HYDROCODONE/IBUPROFEN,IBUDONE,59,6609.3099999999995
HYDROCODONE/IBUPROFEN,REPREXAIN,12,4762.35
HYDROCODONE/IBUPROFEN,VICOPROFEN,58,17233.800000000003
HYDROCODONE/IBUPROFEN,XYLON 10,11,2862.85
HYDROCORTISONE,COLOCORT,149,14384.729999999998
HYDROCORTISONE,CORTEF,1147,102330.81000000003
HYDROCORTISONE,HYDROCORTISONE,685651,13258453.180000054
HYDROCORTISONE,PROCTO-PAK,621,19672.600000000002
HYDROCORTISONE,PROCTOSOL-HC,104232,5447213.450000021
HYDROCORTISONE,PROCTOZONE-HC,142329,8942184.250000022
HYDROCORTISONE,TEXACORT,13,2232.7
HYDROCORTISONE ACETATE,CORTIFOAM,607,319863.79999999993
HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,10317,1111171.9099999995
HYDROCORTISONE BUTYRATE,LOCOID,40,20830.79
HYDROCORTISONE BUTYRATE/EMOLL,HYDROCORTISONE BUTYRATE,106,35429.600000000006
HYDROCORTISONE BUTYRATE/EMOLL,LOCOID LIPOCREAM,26,20570.13
HYDROCORTISONE SOD SUCC/PF,SOLU-CORTEF,1002,53724.770000000004
HYDROCORTISONE SOD SUCCINATE,SOLU-CORTEF,156,6487.62
HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,80154,10758348.21999998
HYDROCORTISONE/PRAMOXINE,EPIFOAM,13,944.71
HYDROCORTISONE/PRAMOXINE,PRAMOSONE,279,62186.740000000005
HYDROCORTISONE/PRAMOXINE,PROCTOFOAM-HC,1034,149949.14000000007
HYDROMORPHONE HCL,DILAUDID,3655,1847139.2999999998
HYDROMORPHONE HCL,EXALGO,5763,8060522.630000006
HYDROMORPHONE HCL,HYDROMORPHONE ER,25133,20357056.489999995
HYDROMORPHONE HCL,HYDROMORPHONE HCL,852948,21833550.969999954
HYDROMORPHONE HCL/PF,DILAUDID,32,223.35999999999999
HYDROMORPHONE HCL/PF,DILAUDID-HP,15,1000.33
HYDROMORPHONE HCL/PF,HYDROMORPHONE HCL,2285,799802.2699999999
HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,1549016,264093995.48999864
HYDROXYCHLOROQUINE SULFATE,PLAQUENIL,4715,1618801.820000001
HYDROXYPROPYL CELLULOSE,LACRISERT,1910,949400.1499999998
HYDROXYUREA,DROXIA,1028,40827.05999999999
HYDROXYUREA,HYDREA,274,21606.72
HYDROXYUREA,HYDROXYUREA,276266,8731001.759999974
HYDROXYZINE HCL,HYDROXYZINE HCL,757465,15725712.090000045
HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,453579,5919041.699999974
HYDROXYZINE PAMOATE,VISTARIL,65,20296.22
HYOSCYAMINE SULFATE,ANASPAZ,81,932.8900000000001
HYOSCYAMINE SULFATE,HYOSCYAMINE SULFATE,5487,250352.00999999978
HYOSCYAMINE SULFATE,HYOSCYAMINE SULFATE ER,39,2263.96
HYOSCYAMINE SULFATE,HYOSYNE,13,481.69
HYOSCYAMINE SULFATE,LEVSIN,11,2053.74
HYOSCYAMINE SULFATE,LEVSIN-SL,11,784.41
HYOSCYAMINE SULFATE,OSCIMIN SL,13,453.29
HYOSCYAMINE SULFATE,SYMAX-SR,12,936.04
IBANDRONATE SODIUM,BONIVA,2610,590114.2399999994
IBANDRONATE SODIUM,IBANDRONATE SODIUM,567946,42022342.289999895
IBRUTINIB,IMBRUVICA,47325,435694722.8800005
IBUPROFEN,IBUPROFEN,4534955,37130929.719999865
IBUPROFEN/FAMOTIDINE,DUEXIS,5815,7955676.390000001
IBUPROFEN/OXYCODONE HCL,OXYCODONE HCL-IBUPROFEN,23,2017.21
ICATIBANT ACETATE,FIRAZYR,978,53894728.13000002
ICOSAPENT ETHYL,VASCEPA,148176,32969107.15999996
IDELALISIB,ZYDELIG,2004,15800750.010000005
IDURSULFASE,ELAPRASE,44,2626027.66
"IGG/HYALURONIDASE,RECOMBINANT",HYQVIA,503,1987899.1900000002
ILOPERIDONE,FANAPT,51444,45734227.85000002
ILOPROST TROMETHAMINE,VENTAVIS,11,221825.67
IMATINIB MESYLATE,GLEEVEC,99436,959390508.5299995
IMIGLUCERASE,CEREZYME,505,7385013.81
IMIPENEM/CILASTATIN SODIUM,IMIPENEM-CILASTATIN SODIUM,5103,843089.2899999996
IMIPENEM/CILASTATIN SODIUM,PRIMAXIN,144,21313.07
IMIPRAMINE HCL,IMIPRAMINE HCL,182805,3997604.5600000257
IMIPRAMINE HCL,TOFRANIL,107,126329.73000000001
IMIPRAMINE PAMOATE,IMIPRAMINE PAMOATE,3285,983095.0800000001
IMIPRAMINE PAMOATE,TOFRANIL-PM,112,135643.90999999997
IMIQUIMOD,ALDARA,11,9327.98
IMIQUIMOD,IMIQUIMOD,52530,6950802.419999984
IMIQUIMOD,ZYCLARA,657,720741.0800000001
IMM GLOB G (IGG)/SORB/IGA 0-50,FLEBOGAMMA DIF,131,538710.34
IMMUN GLOB G (IGG)/GLY/IGA 50+,BIVIGAM,372,3777022.41
IMMUN GLOB G (IGG)/GLY/IGA 50+,GAMMAGARD LIQUID,28263,250780678.0699997
IMMUN GLOB G (IGG)/GLY/IGA 50+,GAMMAKED,2238,19460466.849999998
IMMUN GLOB G (IGG)/GLY/IGA 50+,GAMUNEX-C,16556,115089692.6299999
IMMUN GLOB G(IGG)/MALT/IGA 50+,OCTAGAM,1270,12429108.12
IMMUN GLOB G(IGG)/PRO/IGA 0-50,HIZENTRA,5835,24744263.380000018
IMMUN GLOB G(IGG)/PRO/IGA 0-50,PRIVIGEN,4286,33507530.509999998
IMMUN GLOB G(IGG)/SORB/IGA 50+,FLEBOGAMMA DIF,90,526294.18
IMMUN GLOB G(IGG)/SUCR/IGA 50+,CARIMUNE NF NANOFILTERED,680,3891034.5299999993
IMMUN GLOB G/GLY/GLUC/IGA 0-50,GAMMAGARD S-D,393,2143543.51
IMMUN GLOB G/SORB/GLY/IGA 0-50,GAMMAPLEX,917,8605185.06
IMMUNE GLOBUL G (IGG)/GLYCINE,GAMASTAN S-D,501,108258.80000000002
INCOBOTULINUMTOXINA,XEOMIN,81,220717.24
INDACATEROL MALEATE,ARCAPTA NEOHALER,4522,1139712.5599999996
INDAPAMIDE,INDAPAMIDE,312878,4797170.689999986
INDINAVIR SULFATE,CRIXIVAN,944,408960.18
INDOMETHACIN,INDOCIN,114,47488.090000000004
INDOMETHACIN,INDOMETHACIN,45083,939844.5399999978
INFLIXIMAB,REMICADE,6341,32192989.769999996
INGENOL MEBUTATE,PICATO,4519,3473730.0600000005
INSULIN ASPART,NOVOLOG,1091823,439131437.32999945
INSULIN ASPART,NOVOLOG FLEXPEN,1477563,821789913.9700086
INSULIN ASPART PROTAM & ASPART,NOVOLOG MIX 70-30,181362,96713040.78000021
INSULIN ASPART PROTAM & ASPART,NOVOLOG MIX 70-30 FLEXPEN,354045,261029486.9399996
INSULIN DETEMIR,LEVEMIR,830324,372766813.8299998
INSULIN DETEMIR,LEVEMIR FLEXPEN,5285,1629509.7600000002
INSULIN DETEMIR,LEVEMIR FLEXTOUCH,1883054,1011363615.5999982
"INSULIN GLARGINE,HUM.REC.ANLOG",LANTUS,3388627,1571098975.800009
"INSULIN GLARGINE,HUM.REC.ANLOG",LANTUS SOLOSTAR,4242624,2170311900.170008
"INSULIN GLARGINE,HUM.REC.ANLOG",TOUJEO SOLOSTAR,41331,23935575.299999956
INSULIN GLULISINE,APIDRA,13155,6103982.27
INSULIN GLULISINE,APIDRA SOLOSTAR,18768,11341592.089999985
INSULIN LISPRO,HUMALOG,887541,345575317.84000134
INSULIN LISPRO,HUMALOG KWIKPEN U-100,785019,473239830.5699971
INSULIN LISPRO,HUMALOG KWIKPEN U-200,236,251780.94
INSULIN LISPRO PROTAMIN/LISPRO,HUMALOG MIX 50-50,13034,9416878.289999997
INSULIN LISPRO PROTAMIN/LISPRO,HUMALOG MIX 50-50 KWIKPEN,17086,15298085.290000018
INSULIN LISPRO PROTAMIN/LISPRO,HUMALOG MIX 75-25,120819,66817841.490000024
INSULIN LISPRO PROTAMIN/LISPRO,HUMALOG MIX 75-25 KWIKPEN,173203,126916199.8000002
INSULIN NPH HUM/REG INSULIN HM,HUMULIN 70-30,365519,104395172.95999992
INSULIN NPH HUM/REG INSULIN HM,HUMULIN 70/30 KWIKPEN,45107,25822129.759999953
INSULIN NPH HUM/REG INSULIN HM,NOVOLIN 70-30,422570,96819353.3399998
INSULIN NPH HUMAN ISOPHANE,HUMULIN N,433487,82169450.40000024
INSULIN NPH HUMAN ISOPHANE,HUMULIN N KWIKPEN,33859,17510954.46
INSULIN NPH HUMAN ISOPHANE,NOVOLIN N,230281,43003022.759999976
INSULIN PUMP CARTRIDGE,OMNIPOD,13,5512.0
"INSULIN REGULAR, HUMAN",AFREZZA,676,224617.46999999997
"INSULIN REGULAR, HUMAN",HUMULIN R,255664,34661712.03000007
"INSULIN REGULAR, HUMAN",HUMULIN R U-500,64763,103903480.6600001
"INSULIN REGULAR, HUMAN",NOVOLIN R,268432,37992896.519999996
"INTERFERON ALFA-2B,RECOMB.",INTRON A,1480,1850533.6999999995
INTERFERON BETA-1A,AVONEX,41712,229375955.45000032
INTERFERON BETA-1A,AVONEX PEN,44315,248424290.7800003
INTERFERON BETA-1A/ALBUMIN,AVONEX ADMINISTRATION PACK,3557,19284200.490000002
INTERFERON BETA-1A/ALBUMIN,REBIF,36262,203211101.1699997
INTERFERON BETA-1A/ALBUMIN,REBIF REBIDOSE,11721,67430591.28000008
INTERFERON BETA-1B,BETASERON,29976,174758115.44999993
INTERFERON BETA-1B,EXTAVIA,2656,9660646.15
"INTERFERON GAMMA-1B,RECOMB.",ACTIMMUNE,278,12947707.389999999
IPILIMUMAB,YERVOY,15,362637.93
IPRATROPIUM BROMIDE,ATROVENT,130,17013.28
IPRATROPIUM BROMIDE,ATROVENT HFA,148480,44959994.679999925
IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,690871,17635484.78999997
IPRATROPIUM/ALBUTEROL SULFATE,COMBIVENT RESPIMAT,971975,333688526.02000505
IPRATROPIUM/ALBUTEROL SULFATE,IPRATROPIUM-ALBUTEROL,805537,16552525.929999927
IRBESARTAN,AVAPRO,6963,1211902.1100000006
IRBESARTAN,IRBESARTAN,1254098,29528374.639999844
IRBESARTAN/HYDROCHLOROTHIAZIDE,AVALIDE,2226,435607.2800000004
IRBESARTAN/HYDROCHLOROTHIAZIDE,IRBESARTAN-HYDROCHLOROTHIAZIDE,207192,6623146.050000025
IRINOTECAN HCL,IRINOTECAN HCL,771,353133.06999999995
IRON PS CMPLX/VIT B12/FA,FERREX 150 FORTE,12,88.64
"IRON,CARBONYL/FA/MULTIVIT-MIN",ELITE-OB,23,892.11
"IRON,CARBONYL/FA/MULTIVIT-MIN",OB COMPLETE,25,1788.14
"IRON,CARBONYL/VIT C/VIT B12/FA",FE C PLUS,12,77.97
ISAVUCONAZONIUM SULFATE,CRESEMBA,16,54549.03
ISOCARBOXAZID,MARPLAN,350,164467.43000000002
ISONIAZID,ISONIAZID,17014,132734.06000000006
ISOSORB DINIT/HYDRALAZINE HCL,BIDIL,29008,6770000.910000013
ISOSORBIDE DINITRATE,DILATRATE-SR,203,32786.08
ISOSORBIDE DINITRATE,ISORDIL,617,487282.4100000001
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,428382,28241765.299999956
ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,110101,1324322.2399999993
ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE ER,5302171,85696918.78999978
ISOTRETINOIN,AMNESTEEM,215,57498.99
ISOTRETINOIN,CLARAVIS,299,119349.67
ISOTRETINOIN,MYORISAN,51,14912.56
ISOTRETINOIN,ZENATANE,95,33107.18
ISRADIPINE,ISRADIPINE,8042,734538.9700000003
ITRACONAZOLE,ITRACONAZOLE,9792,4207509.860000004
ITRACONAZOLE,ONMEL,22,36455.520000000004
ITRACONAZOLE,SPORANOX,1178,1409953.72
IVABRADINE HCL,CORLANOR,747,291367.64
IVACAFTOR,KALYDECO,759,18610683.040000003
IVERMECTIN,IVERMECTIN,13240,409410.3299999996
IVERMECTIN,SKLICE,52,16188.89
IVERMECTIN,SOOLANTRA,494,152878.02
IVERMECTIN,STROMECTOL,3952,144012.14
IXABEPILONE,IXEMPRA,73,210801.39
JAPANESE ENCEPHALITIS VACC/PF,IXIARO,30,7956.85
KETOCONAZOLE,EXTINA,28,14410.41
KETOCONAZOLE,KETOCONAZOLE,1368737,44187826.81999995
KETOCONAZOLE,NIZORAL,99,3638.9800000000005
KETOPROFEN,KETOPROFEN,11309,4803382.890000002
KETOROLAC TROMETHAMINE,ACULAR,77,20430.45
KETOROLAC TROMETHAMINE,ACULAR LS,86,16349.689999999999
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,808737,22368113.519999873
KETOROLAC TROMETHAMINE,SPRIX,18,15572.03
KETOROLAC TROMETHAMINE/PF,ACUVAIL,585,163041.48
L-NORGEST/E.ESTRADION-E.ESTRAD,CAMRESE,12,882.11
LABETALOL HCL,LABETALOL HCL,916288,39957942.79000017
LACOSAMIDE,VIMPAT,383820,244675304.94999993
LACTULOSE,CONSTULOSE,12320,259319.93999999983
LACTULOSE,ENULOSE,123740,2042009.0799999975
LACTULOSE,GENERLAC,79999,1403246.0299999975
LACTULOSE,KRISTALOSE,4277,1408418.8399999996
LACTULOSE,LACTULOSE,1150568,20073025.119999938
LAMIVUDINE,EPIVIR,4067,615701.7199999995
LAMIVUDINE,EPIVIR HBV,471,159725.02
LAMIVUDINE,LAMIVUDINE,57412,12976347.730000034
LAMIVUDINE,LAMIVUDINE HBV,8543,2900810.410000001
LAMIVUDINE/ZIDOVUDINE,COMBIVIR,1268,1145477.0600000003
LAMIVUDINE/ZIDOVUDINE,LAMIVUDINE-ZIDOVUDINE,37952,19302135.09000001
LAMOTRIGINE,LAMICTAL,56564,58093558.679999925
LAMOTRIGINE,LAMICTAL ODT,4024,2617062.379999998
LAMOTRIGINE,LAMICTAL XR,16792,21965429.090000007
LAMOTRIGINE,LAMOTRIGINE,2914924,36854467.9299997
LAMOTRIGINE,LAMOTRIGINE ER,40923,21814947.01000002
LAMOTRIGINE,LAMOTRIGINE ODT,875,406414.30000000005
LANREOTIDE ACETATE,SOMATULINE DEPOT,1106,5860986.619999998
LANSOPRAZOLE,LANSOPRAZOLE,1346856,72131988.06000042
LANSOPRAZOLE,PREVACID,61922,20862522.70000002
LANSOPRAZOLE/AMOXICILN/CLARITH,LANSOPRAZOL-AMOXICIL-CLARITHRO,377,198870.00000000003
LANTHANUM CARBONATE,FOSRENOL,42428,54932806.03999993
LAPATINIB DITOSYLATE,TYKERB,2059,9147953.260000007
LARONIDASE,ALDURAZYME,77,3090449.96
LATANOPROST,LATANOPROST,6966074,103415951.84999968
LATANOPROST,XALATAN,24553,4057270.1400000066
LEDIPASVIR/SOFOSBUVIR,HARVONI,186705,5797022000.0699835
LEFLUNOMIDE,ARAVA,220,267004.38
LEFLUNOMIDE,LEFLUNOMIDE,350988,38085000.149999894
LENALIDOMIDE,REVLIMID,181779,1840872399.090002
LENVATINIB MESYLATE,LENVIMA,628,8454662.219999999
LETROZOLE,FEMARA,1792,1283169.6499999994
LETROZOLE,LETROZOLE,452121,9989656.520000026
LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,68084,2132151.670000001
LEUPROLIDE ACETATE,ELIGARD,195,149035.87
LEUPROLIDE ACETATE,LEUPROLIDE ACETATE,61,33264.14
LEUPROLIDE ACETATE,LUPRON DEPOT,6930,15390295.029999986
LEUPROLIDE ACETATE,LUPRON DEPOT-PED,118,219837.91999999998
LEVALBUTEROL HCL,LEVALBUTEROL CONCENTRATE,176,31767.02
LEVALBUTEROL HCL,LEVALBUTEROL HCL,24932,2893461.4599999995
LEVALBUTEROL HCL,XOPENEX,287,79513.58
LEVALBUTEROL HCL,XOPENEX CONCENTRATE,13,6388.66
LEVALBUTEROL TARTRATE,XOPENEX HFA,116905,8618634.719999967
LEVETIRACETAM,KEPPRA,56686,59635231.4299998
LEVETIRACETAM,KEPPRA XR,16891,15594639.159999989
LEVETIRACETAM,LEVETIRACETAM,3078070,87748826.22000061
LEVETIRACETAM,LEVETIRACETAM ER,67096,5400137.899999993
LEVETIRACETAM IN NACL (ISO-OS),LEVETIRACETAM-NACL,26,8091.38
LEVOBUNOLOL HCL,BETAGAN,59,3953.7599999999998
LEVOBUNOLOL HCL,LEVOBUNOLOL HCL,86657,1608752.2700000007
LEVOCARNITINE,CARNITOR,868,179586.35000000003
LEVOCARNITINE,CARNITOR SF,40,3660.5699999999997
LEVOCARNITINE,LEVOCARNITINE,26220,1827382.3299999982
LEVOCARNITINE (WITH SUGAR),CARNITOR,50,7366.5599999999995
LEVOCARNITINE (WITH SUGAR),LEVOCARNITINE,4024,308148.8300000001
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,762133,16499004.02999992
LEVOCETIRIZINE DIHYDROCHLORIDE,XYZAL,940,104216.65999999999
LEVOFLOXACIN,LEVAQUIN,86,36362.759999999995
LEVOFLOXACIN,LEVOFLOXACIN,3564603,40956958.760000184
LEVOFLOXACIN/D5W,LEVOFLOXACIN-D5W,3877,171839.64999999997
LEVOLEUCOVORIN CALCIUM,FUSILEV,70,232493.86
LEVOMEFOLATE/ALGAL OIL,DEPLIN-ALGAL OIL,18,743.02
LEVOMILNACIPRAN HYDROCHLORIDE,FETZIMA,49200,13468910.519999998
LEVONORGESTREL-ETHIN ESTRADIOL,ALTAVERA,659,11570.14
LEVONORGESTREL-ETHIN ESTRADIOL,AMETHYST,570,25226.3
LEVONORGESTREL-ETHIN ESTRADIOL,AVIANE,3340,54794.23999999998
LEVONORGESTREL-ETHIN ESTRADIOL,ENPRESSE,1885,36658.13000000001
LEVONORGESTREL-ETHIN ESTRADIOL,FALMINA,1463,22638.409999999996
LEVONORGESTREL-ETHIN ESTRADIOL,JOLESSA,24,1970.3400000000001
LEVONORGESTREL-ETHIN ESTRADIOL,KURVELO,451,4463.96
LEVONORGESTREL-ETHIN ESTRADIOL,LESSINA,384,6159.5
LEVONORGESTREL-ETHIN ESTRADIOL,LEVONEST,776,13979.42
LEVONORGESTREL-ETHIN ESTRADIOL,LEVONORGESTREL-ETH ESTRADIOL,1494,24073.379999999997
LEVONORGESTREL-ETHIN ESTRADIOL,LEVORA-28,2637,48259.470000000016
LEVONORGESTREL-ETHIN ESTRADIOL,LUTERA,2079,32593.010000000006
LEVONORGESTREL-ETHIN ESTRADIOL,MARLISSA,713,11864.33
LEVONORGESTREL-ETHIN ESTRADIOL,MYZILRA,755,14197.63
LEVONORGESTREL-ETHIN ESTRADIOL,ORSYTHIA,3213,52763.06999999998
LEVONORGESTREL-ETHIN ESTRADIOL,PORTIA,1771,32866.310000000005
LEVONORGESTREL-ETHIN ESTRADIOL,QUASENSE,130,11273.110000000002
LEVONORGESTREL-ETHIN ESTRADIOL,SRONYX,739,12149.61
LEVONORGESTREL-ETHIN ESTRADIOL,TRIVORA-28,1598,30429.57
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,2900,1820378.04
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,37679204,743424484.149993
LEVOTHYROXINE SODIUM,LEVOXYL,68184,1758385.2699999996
LEVOTHYROXINE SODIUM,SYNTHROID,4955160,220036051.0500012
LEVOTHYROXINE SODIUM,TIROSINT,20774,2705967.870000002
LEVOTHYROXINE SODIUM,UNITHROID,8001,249376.4700000001
LIDOCAINE,LIDOCAINE,903823,287849212.82000077
LIDOCAINE,LIDODERM,136607,54895831.080000184
LIDOCAINE HCL,GLYDO,81,769.22
LIDOCAINE HCL,LIDOCAINE HCL,186366,2652666.4899999895
LIDOCAINE HCL,LIDOCAINE HCL VISCOUS,53605,533094.7499999994
LIDOCAINE HCL,XYLOCAINE,13,915.29
LIDOCAINE HCL/EPINEPHRINE,LIDOCAINE HCL-EPINEPHRINE,28,179.62
LIDOCAINE HCL/PF,LIDOCAINE HCL,5595,50829.59999999996
LIDOCAINE HCL/PF,XYLOCAINE-MPF,461,5174.430000000001
LIDOCAINE/HYDROCORTISONE AC,LIDOCAINE-HYDROCORTISONE,142,32884.92
LIDOCAINE/PRILOCAINE,EMLA,35,2586.71
LIDOCAINE/PRILOCAINE,LIDOCAINE-PRILOCAINE,443514,80344012.69999932
LIDOCAINE/PRILOCAINE,LIVIXIL PAK,11,31430.69
LIDOCAINE/TETRACAINE,SYNERA,49,36539.76
LINACLOTIDE,LINZESS,571002,181667352.02999923
LINAGLIPTIN,TRADJENTA,943879,381670746.24000275
LINAGLIPTIN/METFORMIN HCL,JENTADUETO,64135,25529635.44999995
LINCOMYCIN HCL,LINCOCIN,27,836.94
LINDANE,LINDANE,435,52988.42
LINEZOLID,LINEZOLID,684,851921.4199999999
LINEZOLID,ZYVOX,1397,4319478.799999999
LINEZOLID-0.9% SODIUM CHLORIDE,LINEZOLID-0.9% NACL,59,12492.82
LIOTHYRONINE SODIUM,CYTOMEL,8066,672698.3300000002
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,285527,10156869.519999987
LIPASE/PROTEASE/AMYLASE,CREON,369448,237526921.32000026
LIPASE/PROTEASE/AMYLASE,PANCREAZE,3469,2054129.45
LIPASE/PROTEASE/AMYLASE,"PANCRELIPASE 5,000",4695,426069.97999999986
LIPASE/PROTEASE/AMYLASE,PERTZYE,255,202239.01
LIPASE/PROTEASE/AMYLASE,ULTRESA,23,69799.05
LIPASE/PROTEASE/AMYLASE,VIOKACE,297,275712.11
LIPASE/PROTEASE/AMYLASE,ZENPEP,50564,32539581.91000002
LIRAGLUTIDE,VICTOZA 2-PAK,201893,97430395.05999988
LIRAGLUTIDE,VICTOZA 3-PAK,495670,413181391.7900004
LISDEXAMFETAMINE DIMESYLATE,VYVANSE,86719,21183317.550000004
LISINOPRIL,LISINOPRIL,37362161,242235643.2500007
LISINOPRIL,PRINIVIL,2602,187663.58999999994
LISINOPRIL,ZESTRIL,2792,803013.6799999996
LISINOPRIL/HYDROCHLOROTHIAZIDE,LISINOPRIL-HYDROCHLOROTHIAZIDE,6797396,53408826.54000098
LISINOPRIL/HYDROCHLOROTHIAZIDE,ZESTORETIC,915,203173.14000000004
LITHIUM CARBONATE,LITHIUM CARBONATE,769889,6132817.20999997
LITHIUM CARBONATE,LITHIUM CARBONATE ER,320374,6140699.409999994
LITHIUM CARBONATE,LITHOBID,1376,567305.9900000002
LITHIUM CITRATE,LITHIUM,3563,135727.90999999986
LODOXAMIDE TROMETHAMINE,ALOMIDE,197,28473.16
LOMITAPIDE MESYLATE,JUXTAPID,1585,49779548.00999998
LOMUSTINE,GLEOSTINE,600,153648.54999999996
LOMUSTINE,LOMUSTINE,91,7895.370000000001
LOPERAMIDE HCL,LOPERAMIDE,271528,5798387.660000021
LOPINAVIR/RITONAVIR,KALETRA,60592,53074948.83999985
LORAZEPAM,ATIVAN,5012,9879171.09
LORAZEPAM,LORAZEPAM,9604278,70962860.11
LORAZEPAM,LORAZEPAM INTENSOL,10476,389824.59
LORCASERIN HCL,BELVIQ,11,2249.68
LOSARTAN POTASSIUM,COZAAR,10463,1451419.7400000007
LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,19260207,206950649.64999908
LOSARTAN/HYDROCHLOROTHIAZIDE,HYZAAR,6821,1017126.9100000005
LOSARTAN/HYDROCHLOROTHIAZIDE,LOSARTAN-HYDROCHLOROTHIAZIDE,5619719,72371925.28999941
LOTEPREDNOL ETABONATE,ALREX,25964,6074144.099999998
LOTEPREDNOL ETABONATE,LOTEMAX,302670,57586162.9799999
LOVASTATIN,ALTOPREV,927,495127.31999999995
LOVASTATIN,LOVASTATIN,5019685,56434658.75000041
LOXAPINE SUCCINATE,LOXAPINE,74861,3292012.8600000017
LUBIPROSTONE,AMITIZA,577362,163326110.04
LULICONAZOLE,LUZU,126,51944.219999999994
LUMACAFTOR/IVACAFTOR,ORKAMBI,758,15808967.070000002
LURASIDONE HCL,LATUDA,541162,484711996.9500008
MACITENTAN,OPSUMIT,26529,198496192.0999998
MAFENIDE ACETATE,SULFAMYLON,90,7182.34
MAGNESIUM SULFATE,MAGNESIUM SULFATE,1684,21392.980000000003
MAGNESIUM SULFATE IN WATER,MAGNESIUM SULFATE,396,14750.960000000001
MAGNESIUM SULFATE/D5W,MAGNESIUM SULFATE-D5W,123,5637.26
MALATHION,MALATHION,180,41409.4
MANNITOL,MANNITOL,45,358.54
MAPROTILINE HCL,MAPROTILINE HCL,2601,192987.74999999997
MARAVIROC,SELZENTRY,27085,36831977.49999996
"MEASLES,MUMPS&RUBELLA VACC/PF",M-M-R II VACCINE,2580,198053.16
MECHLORETHAMINE HCL,MUSTARGEN,30,16023.739999999998
MECHLORETHAMINE HCL,VALCHLOR,860,4449683.630000001
MECLIZINE HCL,MECLIZINE HCL,1835519,28184478.659999784
MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM,349,127208.64000000004
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,294,136624.98
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,236523,4542639.870000012
MEDROXYPROGESTERONE ACETATE,PROVERA,253,10792.34
MEFENAMIC ACID,MEFENAMIC ACID,40,22937.690000000002
MEFENAMIC ACID,PONSTEL,13,17243.93
MEFLOQUINE HCL,MEFLOQUINE HCL,1016,53716.76000000001
MEGESTROL ACETATE,MEGACE,35,4765.8
MEGESTROL ACETATE,MEGACE ES,4018,3458480.96
MEGESTROL ACETATE,MEGESTROL ACETATE,354925,11194901.78999997
MELOXICAM,MELOXICAM,8442617,49898162.9999996
MELOXICAM,MOBIC,1009,288314.81999999995
